timestamp,cpu
2021-01-20T14:10:51.880Z,0.2708
2021-01-20T14:13:51.878Z,0.1867
2021-01-20T14:16:51.869Z,0.1818
2021-01-20T14:19:51.879Z,0.1811
2021-01-20T14:22:51.881Z,0.20800000000000002
2021-01-20T14:25:51.874Z,0.1915
2021-01-20T14:28:51.871Z,0.1796
2021-01-20T14:31:51.868Z,0.198
2021-01-20T14:34:51.874Z,0.1783
2021-01-20T14:37:51.873Z,0.0475
2021-01-20T14:40:51.880Z,0.0154
2021-01-20T14:43:51.878Z,0.0192
2021-01-20T14:46:51.869Z,0.0374
2021-01-20T14:49:51.868Z,0.0176
2021-01-20T14:52:51.873Z,0.0162
2021-01-20T14:55:51.881Z,0.0196
2021-01-20T14:58:51.870Z,0.0251
2021-01-20T15:01:51.870Z,0.026000000000000002
2021-01-20T15:04:51.873Z,0.028999999999999998
2021-01-20T15:07:51.875Z,0.0236
2021-01-20T15:10:51.872Z,0.0167
2021-01-20T15:13:51.868Z,0.0184
2021-01-20T15:16:51.877Z,0.0433
2021-01-20T15:19:51.869Z,0.017
2021-01-20T15:22:51.882Z,0.0177
2021-01-20T15:25:51.868Z,0.0193
2021-01-20T15:28:51.878Z,0.0249
2021-01-20T15:31:51.875Z,0.0239
2021-01-20T15:34:51.881Z,0.0184
2021-01-20T15:37:51.871Z,0.016
2021-01-20T15:40:51.876Z,0.0182
2021-01-20T15:43:51.877Z,0.023
2021-01-20T15:46:51.878Z,0.0393
2021-01-20T15:49:51.870Z,0.0169
2021-01-20T15:52:51.878Z,0.018000000000000002
2021-01-20T15:55:51.872Z,0.0215
2021-01-20T15:58:51.878Z,0.0216
2021-01-20T16:01:51.875Z,0.0309
2021-01-20T16:04:51.870Z,0.0171
2021-01-20T16:07:51.870Z,0.0232
2021-01-20T16:10:51.873Z,0.0148
2021-01-20T16:13:51.881Z,0.0194
2021-01-20T16:16:51.875Z,0.0454
2021-01-20T16:19:51.880Z,0.0204
2021-01-20T16:22:51.867Z,0.0161
2021-01-20T16:25:51.878Z,0.0162
2021-01-20T16:28:51.868Z,0.0278
2021-01-20T16:31:51.882Z,0.0289
2021-01-20T16:34:51.881Z,0.0249
2021-01-20T16:37:51.877Z,0.025
2021-01-20T16:40:51.882Z,0.0198
2021-01-20T16:43:51.874Z,0.0193
2021-01-20T16:46:51.868Z,0.0466
2021-01-20T16:49:51.882Z,0.0179
2021-01-20T16:52:51.872Z,0.0163
2021-01-20T16:55:51.873Z,0.0212
2021-01-20T16:58:51.867Z,0.0211
2021-01-20T17:01:51.875Z,0.0247
2021-01-20T17:04:51.876Z,0.0182
2021-01-20T17:07:51.873Z,0.0199
2021-01-20T17:10:51.877Z,0.0186
2021-01-20T17:13:51.877Z,0.0191
2021-01-20T17:16:51.878Z,0.0397
2021-01-20T17:19:51.874Z,0.0169
2021-01-20T17:22:51.882Z,0.0185
2021-01-20T17:25:51.871Z,0.0183
2021-01-20T17:28:51.875Z,0.0262
2021-01-20T17:31:51.870Z,0.0306
2021-01-20T17:34:51.873Z,0.0191
2021-01-20T17:37:51.881Z,0.02
2021-01-20T17:40:51.880Z,0.0207
2021-01-20T17:43:51.896Z,0.0258
2021-01-20T17:46:51.868Z,0.0425
2021-01-20T17:49:51.881Z,0.0192
2021-01-20T17:52:51.876Z,0.0168
2021-01-20T17:55:51.873Z,0.0231
2021-01-20T17:58:51.867Z,0.0277
2021-01-20T18:01:51.869Z,0.0262
2021-01-20T18:04:51.881Z,0.0186
2021-01-20T18:07:51.881Z,0.0193
2021-01-20T18:10:51.876Z,0.0189
2021-01-20T18:13:51.872Z,0.0193
2021-01-20T18:16:51.881Z,0.0432
2021-01-20T18:19:51.869Z,0.0162
2021-01-20T18:22:51.874Z,0.0169
2021-01-20T18:25:51.873Z,0.0191
2021-01-20T18:28:51.871Z,0.0345
2021-01-20T18:31:51.882Z,0.0307
2021-01-20T18:34:51.880Z,0.0188
2021-01-20T18:37:51.869Z,0.0198
2021-01-20T18:40:51.876Z,0.0307
2021-01-20T18:43:51.878Z,0.0321
2021-01-20T18:46:51.878Z,0.0458
2021-01-20T18:49:51.867Z,0.0158
2021-01-20T18:52:51.875Z,0.0138
2021-01-20T18:55:51.879Z,0.0166
2021-01-20T18:58:51.881Z,0.0216
2021-01-20T19:01:51.869Z,0.0212
2021-01-20T19:04:51.872Z,0.012
2021-01-20T19:07:51.869Z,0.0124
2021-01-20T19:10:51.881Z,0.0132
2021-01-20T19:13:51.881Z,0.0117
2021-01-20T19:16:51.873Z,0.027999999999999997
2021-01-20T19:19:51.867Z,0.0129
2021-01-20T19:22:51.875Z,0.0107
2021-01-20T19:25:51.868Z,0.0131
2021-01-20T19:28:51.872Z,0.0159
2021-01-20T19:31:51.873Z,0.0173
2021-01-20T19:34:51.876Z,0.0099
2021-01-20T19:37:51.875Z,0.0122
2021-01-20T19:40:51.878Z,0.0131
2021-01-20T19:43:51.871Z,0.0114
2021-01-20T19:46:51.873Z,0.0225
2021-01-20T19:49:51.879Z,0.0152
2021-01-20T19:52:51.872Z,0.0097
2021-01-20T19:55:51.875Z,0.0161
2021-01-20T19:58:51.873Z,0.0157
2021-01-20T20:01:51.881Z,0.0164
2021-01-20T20:04:51.881Z,0.0091
2021-01-20T20:07:51.881Z,0.0086
2021-01-20T20:10:51.882Z,0.0531
2021-01-20T20:13:51.867Z,0.0593
2021-01-20T20:16:51.876Z,0.0273
2021-01-20T20:19:51.879Z,0.0086
2021-01-20T20:22:51.882Z,0.0079
2021-01-20T20:25:51.881Z,0.0095
2021-01-20T20:28:51.881Z,0.015
2021-01-20T20:31:51.875Z,0.0219
2021-01-20T20:34:51.872Z,0.0078
2021-01-20T20:37:51.877Z,0.0064
2021-01-20T20:40:51.872Z,0.009000000000000001
2021-01-20T20:43:51.880Z,0.0095
2021-01-20T20:46:51.876Z,0.0234
2021-01-20T20:49:51.878Z,0.0091
2021-01-20T20:52:51.879Z,0.0075
2021-01-20T20:55:51.882Z,0.0111
2021-01-20T20:58:51.869Z,0.0163
2021-01-20T21:01:51.881Z,0.0122
2021-01-20T21:04:51.880Z,0.0071
2021-01-20T21:07:51.876Z,0.0103
2021-01-20T21:10:51.880Z,0.0067
2021-01-20T21:13:51.872Z,0.0082
2021-01-20T21:16:51.872Z,0.0235
2021-01-20T21:19:51.875Z,0.0098
2021-01-20T21:22:51.873Z,0.0079
2021-01-20T21:25:51.870Z,0.0101
2021-01-20T21:28:51.871Z,0.0129
2021-01-20T21:31:51.881Z,0.0108
2021-01-20T21:34:51.882Z,0.0061
2021-01-20T21:37:51.877Z,0.0072
2021-01-20T21:40:51.868Z,0.0084
2021-01-20T21:43:51.868Z,0.0432
2021-01-20T21:46:51.877Z,0.1659
2021-01-20T21:49:51.875Z,0.1582
2021-01-20T21:52:51.881Z,0.0828
2021-01-20T21:55:51.870Z,0.0198
2021-01-20T21:58:51.882Z,0.0155
2021-01-20T22:01:51.868Z,0.0153
2021-01-20T22:04:51.881Z,0.0079
2021-01-20T22:07:51.872Z,0.0085
2021-01-20T22:10:51.870Z,0.0078
2021-01-20T22:13:51.881Z,0.0083
2021-01-20T22:16:51.874Z,0.0265
2021-01-20T22:19:51.868Z,0.0091
2021-01-20T22:22:51.869Z,0.0087
2021-01-20T22:25:51.881Z,0.0089
2021-01-20T22:28:51.873Z,0.0136
2021-01-20T22:31:51.870Z,0.0135
2021-01-20T22:34:51.872Z,0.0075
2021-01-20T22:37:51.870Z,0.01
2021-01-20T22:40:51.869Z,0.0093
2021-01-20T22:43:51.879Z,0.0104
2021-01-20T22:46:51.868Z,0.025
2021-01-20T22:49:51.881Z,0.0083
2021-01-20T22:52:51.880Z,0.0114
2021-01-20T22:55:51.879Z,0.0148
2021-01-20T22:58:51.876Z,0.0163
2021-01-20T23:01:51.868Z,0.0155
2021-01-20T23:04:51.880Z,0.0076
2021-01-20T23:07:51.881Z,0.0076
2021-01-20T23:10:51.874Z,0.0079
2021-01-20T23:13:51.881Z,0.0111
2021-01-20T23:16:51.870Z,0.0278
2021-01-20T23:19:51.878Z,0.0079
2021-01-20T23:22:51.874Z,0.011000000000000001
2021-01-20T23:25:51.881Z,0.0099
2021-01-20T23:28:51.870Z,0.0235
2021-01-20T23:31:51.870Z,0.0219
2021-01-20T23:34:51.876Z,0.0107
2021-01-20T23:37:51.875Z,0.0098
2021-01-20T23:40:51.875Z,0.0102
2021-01-20T23:43:51.877Z,0.0104
2021-01-20T23:46:51.876Z,0.0247
2021-01-20T23:49:51.875Z,0.0108
2021-01-20T23:52:51.874Z,0.0087
2021-01-20T23:55:51.878Z,0.0136
2021-01-20T23:58:51.867Z,0.0163
2021-01-21T00:01:51.873Z,0.0147
2021-01-21T00:04:51.874Z,0.0102
2021-01-21T00:07:51.871Z,0.013000000000000001
2021-01-21T00:10:51.875Z,0.0101
2021-01-21T00:13:51.868Z,0.0105
2021-01-21T00:16:51.869Z,0.0279
2021-01-21T00:19:51.882Z,0.0116
2021-01-21T00:22:51.897Z,0.0101
2021-01-21T00:25:51.875Z,0.0151
2021-01-21T00:28:51.877Z,0.0172
2021-01-21T00:31:51.869Z,0.0126
2021-01-21T00:34:51.868Z,0.0115
2021-01-21T00:37:51.881Z,0.0103
2021-01-21T00:40:51.871Z,0.013000000000000001
2021-01-21T00:43:51.877Z,0.0157
2021-01-21T00:46:51.878Z,0.0278
2021-01-21T00:49:51.879Z,0.0107
2021-01-21T00:52:51.875Z,0.0147
2021-01-21T00:55:51.872Z,0.0141
2021-01-21T00:58:51.868Z,0.0211
2021-01-21T01:01:51.875Z,0.0219
2021-01-21T01:04:51.882Z,0.013000000000000001
2021-01-21T01:07:51.872Z,0.0127
2021-01-21T01:10:51.869Z,0.0114
2021-01-21T01:13:51.878Z,0.013000000000000001
2021-01-21T01:16:51.869Z,0.0312
2021-01-21T01:19:51.880Z,0.015
2021-01-21T01:22:51.878Z,0.0126
2021-01-21T01:25:51.882Z,0.0144
2021-01-21T01:28:51.872Z,0.0189
2021-01-21T01:31:51.880Z,0.0168
2021-01-21T01:34:51.869Z,0.0128
2021-01-21T01:37:51.881Z,0.0163
2021-01-21T01:40:51.877Z,0.0142
2021-01-21T01:43:51.878Z,0.0178
2021-01-21T01:46:51.870Z,0.0346
2021-01-21T01:49:51.870Z,0.0191
2021-01-21T01:52:51.881Z,0.0148
2021-01-21T01:55:51.869Z,0.0199
2021-01-21T01:58:51.868Z,0.0245
2021-01-21T02:01:51.878Z,0.0202
2021-01-21T02:04:51.880Z,0.0161
2021-01-21T02:07:51.882Z,0.0151
2021-01-21T02:10:51.867Z,0.0176
2021-01-21T02:13:51.882Z,0.0193
2021-01-21T02:16:51.873Z,0.0361
2021-01-21T02:19:51.875Z,0.0174
2021-01-21T02:22:51.880Z,0.0182
2021-01-21T02:25:51.876Z,0.018000000000000002
2021-01-21T02:28:51.877Z,0.0203
2021-01-21T02:31:51.873Z,0.0226
2021-01-21T02:34:51.877Z,0.0163
2021-01-21T02:37:51.875Z,0.0136
2021-01-21T02:40:51.878Z,0.0168
2021-01-21T02:43:51.880Z,0.0197
2021-01-21T02:46:51.879Z,0.034
2021-01-21T02:49:51.876Z,0.0168
2021-01-21T02:52:51.879Z,0.0161
2021-01-21T02:55:51.868Z,0.0171
2021-01-21T02:58:51.870Z,0.0267
2021-01-21T03:01:51.881Z,0.0221
2021-01-21T03:04:51.873Z,0.0154
2021-01-21T03:07:51.868Z,0.0213
2021-01-21T03:10:51.879Z,0.0164
2021-01-21T03:13:51.868Z,0.0153
2021-01-21T03:16:51.873Z,0.0391
2021-01-21T03:19:51.872Z,0.016
2021-01-21T03:22:51.881Z,0.0174
2021-01-21T03:25:51.875Z,0.0193
2021-01-21T03:28:51.876Z,0.0232
2021-01-21T03:31:51.877Z,0.0182
2021-01-21T03:34:51.877Z,0.0144
2021-01-21T03:37:51.876Z,0.0124
2021-01-21T03:40:51.879Z,0.0165
2021-01-21T03:43:51.869Z,0.0201
2021-01-21T03:46:51.882Z,0.0319
2021-01-21T03:49:51.872Z,0.015
2021-01-21T03:52:51.875Z,0.0171
2021-01-21T03:55:51.868Z,0.0192
2021-01-21T03:58:51.879Z,0.0242
2021-01-21T04:01:51.882Z,0.0264
2021-01-21T04:04:51.879Z,0.0164
2021-01-21T04:07:51.876Z,0.0171
2021-01-21T04:10:51.874Z,0.0169
2021-01-21T04:13:51.880Z,0.018000000000000002
2021-01-21T04:16:51.869Z,0.0372
2021-01-21T04:19:51.873Z,0.0199
2021-01-21T04:22:51.882Z,0.0164
2021-01-21T04:25:51.879Z,0.019
2021-01-21T04:28:51.877Z,0.0224
2021-01-21T04:31:51.875Z,0.0176
2021-01-21T04:34:51.879Z,0.0164
2021-01-21T04:37:51.867Z,0.0259
2021-01-21T04:40:51.882Z,0.0253
2021-01-21T04:43:51.868Z,0.0746
2021-01-21T04:46:51.867Z,0.1186
2021-01-21T04:49:51.867Z,0.0253
2021-01-21T04:52:51.876Z,0.0202
2021-01-21T04:55:51.867Z,0.0196
2021-01-21T04:58:51.872Z,0.0259
2021-01-21T05:01:51.880Z,0.0252
2021-01-21T05:04:51.879Z,0.0187
2021-01-21T05:07:51.868Z,0.0171
2021-01-21T05:10:51.868Z,0.0183
2021-01-21T05:13:51.874Z,0.0232
2021-01-21T05:16:51.878Z,0.0384
2021-01-21T05:19:51.877Z,0.0197
2021-01-21T05:22:51.877Z,0.0178
2021-01-21T05:25:51.867Z,0.0184
2021-01-21T05:28:51.875Z,0.0258
2021-01-21T05:31:51.870Z,0.0267
2021-01-21T05:34:51.882Z,0.0172
2021-01-21T05:37:51.880Z,0.0187
2021-01-21T05:40:51.871Z,0.0186
2021-01-21T05:43:51.875Z,0.0192
2021-01-21T05:46:51.874Z,0.0633
2021-01-21T05:49:51.882Z,0.0216
2021-01-21T05:52:51.875Z,0.0193
2021-01-21T05:55:51.881Z,0.0248
2021-01-21T05:58:51.892Z,0.0261
2021-01-21T06:01:51.869Z,0.0254
2021-01-21T06:04:51.868Z,0.0209
2021-01-21T06:07:51.881Z,0.0246
2021-01-21T06:10:51.868Z,0.0165
2021-01-21T06:13:51.867Z,0.0233
2021-01-21T06:16:51.893Z,0.0373
2021-01-21T06:19:51.867Z,0.0178
2021-01-21T06:22:51.881Z,0.0197
2021-01-21T06:25:51.870Z,0.0189
2021-01-21T06:28:51.881Z,0.0196
2021-01-21T06:31:51.871Z,0.0213
2021-01-21T06:34:51.876Z,0.0153
2021-01-21T06:37:51.872Z,0.0182
2021-01-21T06:40:51.872Z,0.0239
2021-01-21T06:43:51.874Z,0.0304
2021-01-21T06:46:51.874Z,0.045
2021-01-21T06:49:51.878Z,0.0205
2021-01-21T06:52:51.880Z,0.0185
2021-01-21T06:55:51.868Z,0.0183
2021-01-21T06:58:51.879Z,0.0218
2021-01-21T07:01:51.881Z,0.0223
2021-01-21T07:04:51.880Z,0.0176
2021-01-21T07:07:51.873Z,0.0225
2021-01-21T07:10:51.880Z,0.0239
2021-01-21T07:13:51.871Z,0.0225
2021-01-21T07:16:51.880Z,0.0412
2021-01-21T07:19:51.881Z,0.0247
2021-01-21T07:22:51.872Z,0.0223
2021-01-21T07:25:51.867Z,0.0212
2021-01-21T07:28:51.871Z,0.0273
2021-01-21T07:31:51.870Z,0.0214
2021-01-21T07:34:51.872Z,0.017
