timestamp,cpu
2021-01-20T00:01:51.870Z,0.0142
2021-01-20T00:04:51.879Z,0.0087
2021-01-20T00:07:51.875Z,0.0115
2021-01-20T00:10:51.868Z,0.0093
2021-01-20T00:13:51.871Z,0.0099
2021-01-20T00:16:51.878Z,0.0281
2021-01-20T00:19:51.873Z,0.011000000000000001
2021-01-20T00:22:51.879Z,0.013000000000000001
2021-01-20T00:25:51.871Z,0.0125
2021-01-20T00:28:51.877Z,0.0143
2021-01-20T00:31:51.876Z,0.012
2021-01-20T00:34:51.879Z,0.0108
2021-01-20T00:37:51.882Z,0.0095
2021-01-20T00:40:51.882Z,0.0119
2021-01-20T00:43:51.867Z,0.0149
2021-01-20T00:46:51.874Z,0.0272
2021-01-20T00:49:51.868Z,0.011000000000000001
2021-01-20T00:52:51.882Z,0.0104
2021-01-20T00:55:51.870Z,0.0138
2021-01-20T00:58:51.871Z,0.0173
2021-01-20T01:01:51.882Z,0.0197
2021-01-20T01:04:51.875Z,0.0115
2021-01-20T01:07:51.868Z,0.0107
2021-01-20T01:10:51.873Z,0.0115
2021-01-20T01:13:51.874Z,0.0145
2021-01-20T01:16:51.881Z,0.0303
2021-01-20T01:19:51.875Z,0.0123
2021-01-20T01:22:51.869Z,0.0115
2021-01-20T01:25:51.876Z,0.0131
2021-01-20T01:28:51.874Z,0.0173
2021-01-20T01:31:51.869Z,0.0151
2021-01-20T01:34:51.872Z,0.0123
2021-01-20T01:37:51.881Z,0.0162
2021-01-20T01:40:51.873Z,0.0176
2021-01-20T01:43:51.873Z,0.0154
2021-01-20T01:46:51.877Z,0.0311
2021-01-20T01:49:51.869Z,0.0139
2021-01-20T01:52:51.871Z,0.0223
2021-01-20T01:55:51.867Z,0.0162
2021-01-20T01:58:51.877Z,0.0159
2021-01-20T02:01:51.869Z,0.0122
2021-01-20T02:04:51.881Z,0.0076
2021-01-20T02:07:51.876Z,0.008
2021-01-20T02:10:51.876Z,0.0081
2021-01-20T02:13:51.870Z,0.01
2021-01-20T02:16:51.880Z,0.0271
2021-01-20T02:19:51.868Z,0.0091
2021-01-20T02:22:51.873Z,0.0108
2021-01-20T02:25:51.873Z,0.0134
2021-01-20T02:28:51.875Z,0.0207
2021-01-20T02:31:51.869Z,0.0196
2021-01-20T02:34:51.873Z,0.0134
2021-01-20T02:37:51.871Z,0.0129
2021-01-20T02:40:51.882Z,0.0186
2021-01-20T02:43:51.874Z,0.0167
2021-01-20T02:46:51.878Z,0.0339
2021-01-20T02:49:51.880Z,0.0146
2021-01-20T02:52:51.876Z,0.0116
2021-01-20T02:55:51.882Z,0.0119
2021-01-20T02:58:51.870Z,0.0167
2021-01-20T03:01:51.880Z,0.0164
2021-01-20T03:04:51.882Z,0.0107
2021-01-20T03:07:51.873Z,0.013000000000000001
2021-01-20T03:10:51.877Z,0.0119
2021-01-20T03:13:51.874Z,0.0133
2021-01-20T03:16:51.875Z,0.0306
2021-01-20T03:19:51.876Z,0.0102
2021-01-20T03:22:51.868Z,0.0119
2021-01-20T03:25:51.873Z,0.0161
2021-01-20T03:28:51.881Z,0.0158
2021-01-20T03:31:51.877Z,0.0208
2021-01-20T03:34:51.878Z,0.0151
2021-01-20T03:37:51.871Z,0.0136
2021-01-20T03:40:51.874Z,0.0139
2021-01-20T03:43:51.880Z,0.0182
2021-01-20T03:46:51.874Z,0.0361
2021-01-20T03:49:51.869Z,0.0161
2021-01-20T03:52:51.876Z,0.0123
2021-01-20T03:55:51.869Z,0.0205
2021-01-20T03:58:51.875Z,0.0233
2021-01-20T04:01:51.877Z,0.0213
2021-01-20T04:04:51.876Z,0.016
2021-01-20T04:07:51.876Z,0.0163
2021-01-20T04:10:51.875Z,0.018000000000000002
2021-01-20T04:13:51.882Z,0.0168
2021-01-20T04:16:51.878Z,0.0346
2021-01-20T04:19:51.872Z,0.0183
2021-01-20T04:22:51.875Z,0.0176
2021-01-20T04:25:51.879Z,0.018000000000000002
2021-01-20T04:28:51.869Z,0.0242
2021-01-20T04:31:51.880Z,0.0234
2021-01-20T04:34:51.875Z,0.0299
2021-01-20T04:37:51.874Z,0.0222
2021-01-20T04:40:51.868Z,0.0208
2021-01-20T04:43:51.873Z,0.0218
2021-01-20T04:46:51.872Z,0.0393
2021-01-20T04:49:51.867Z,0.0212
2021-01-20T04:52:51.873Z,0.019
2021-01-20T04:55:51.871Z,0.0265
2021-01-20T04:58:51.867Z,0.0279
2021-01-20T05:01:51.881Z,0.0336
2021-01-20T05:04:51.875Z,0.0439
2021-01-20T05:07:51.879Z,0.0285
2021-01-20T05:10:51.875Z,0.0231
2021-01-20T05:13:51.868Z,0.0239
2021-01-20T05:16:51.871Z,0.0415
2021-01-20T05:19:51.872Z,0.0209
2021-01-20T05:22:51.873Z,0.0213
2021-01-20T05:25:51.874Z,0.0197
2021-01-20T05:28:51.874Z,0.0267
2021-01-20T05:31:51.882Z,0.0269
2021-01-20T05:34:51.880Z,0.0197
2021-01-20T05:37:51.870Z,0.021
2021-01-20T05:40:51.870Z,0.0358
2021-01-20T05:43:51.871Z,0.0262
2021-01-20T05:46:51.877Z,0.0437
2021-01-20T05:49:51.870Z,0.0222
2021-01-20T05:52:51.868Z,0.0219
2021-01-20T05:55:51.878Z,0.0266
2021-01-20T05:58:51.879Z,0.0278
2021-01-20T06:01:51.879Z,0.024
2021-01-20T06:04:51.881Z,0.0194
2021-01-20T06:07:51.875Z,0.0208
2021-01-20T06:10:51.873Z,0.017
2021-01-20T06:13:51.868Z,0.0222
2021-01-20T06:16:51.876Z,0.0412
2021-01-20T06:19:51.881Z,0.0255
2021-01-20T06:22:51.871Z,0.07400000000000001
2021-01-20T06:25:51.871Z,0.0457
2021-01-20T06:28:51.880Z,0.0276
2021-01-20T06:31:51.874Z,0.0265
2021-01-20T06:34:51.882Z,0.0213
2021-01-20T06:37:51.876Z,0.0213
2021-01-20T06:40:51.869Z,0.0232
2021-01-20T06:43:51.873Z,0.0254
2021-01-20T06:46:51.876Z,0.0405
2021-01-20T06:49:51.874Z,0.0227
2021-01-20T06:52:51.868Z,0.0217
2021-01-20T06:55:51.872Z,0.0228
2021-01-20T06:58:51.881Z,0.0295
2021-01-20T07:01:51.867Z,0.0277
2021-01-20T07:04:51.877Z,0.0207
2021-01-20T07:07:51.870Z,0.0215
2021-01-20T07:10:51.871Z,0.0194
2021-01-20T07:13:51.875Z,0.019
2021-01-20T07:16:51.881Z,0.0363
2021-01-20T07:19:51.875Z,0.0187
2021-01-20T07:22:51.874Z,0.0179
2021-01-20T07:25:51.879Z,0.0213
2021-01-20T07:28:51.877Z,0.0296
2021-01-20T07:31:51.877Z,0.027000000000000003
2021-01-20T07:34:51.875Z,0.02
2021-01-20T07:37:51.872Z,0.0225
2021-01-20T07:40:51.867Z,0.0195
2021-01-20T07:43:51.881Z,0.0178
2021-01-20T07:46:51.873Z,0.0342
2021-01-20T07:49:51.876Z,0.0178
2021-01-20T07:52:51.878Z,0.0201
2021-01-20T07:55:51.879Z,0.0218
2021-01-20T07:58:51.874Z,0.0222
2021-01-20T08:01:51.881Z,0.0185
2021-01-20T08:04:51.877Z,0.0166
2021-01-20T08:07:51.878Z,0.0157
2021-01-20T08:10:51.875Z,0.0169
2021-01-20T08:13:51.881Z,0.0199
2021-01-20T08:16:51.877Z,0.0384
2021-01-20T08:19:51.873Z,0.019
2021-01-20T08:22:51.876Z,0.0184
2021-01-20T08:25:51.867Z,0.0197
2021-01-20T08:28:51.868Z,0.0265
2021-01-20T08:31:51.875Z,0.0265
2021-01-20T08:34:51.874Z,0.0185
2021-01-20T08:37:51.875Z,0.0192
2021-01-20T08:40:51.867Z,0.0221
2021-01-20T08:43:51.868Z,0.0213
2021-01-20T08:46:51.876Z,0.0375
2021-01-20T08:49:51.872Z,0.0191
2021-01-20T08:52:51.880Z,0.0202
2021-01-20T08:55:51.868Z,0.0228
2021-01-20T08:58:51.881Z,0.0415
2021-01-20T09:01:51.869Z,0.0334
2021-01-20T09:04:51.871Z,0.0208
2021-01-20T09:07:51.874Z,0.021
2021-01-20T09:10:51.882Z,0.019
2021-01-20T09:13:51.870Z,0.0214
2021-01-20T09:16:51.876Z,0.0413
2021-01-20T09:19:51.879Z,0.0194
2021-01-20T09:22:51.876Z,0.0195
2021-01-20T09:25:51.870Z,0.0208
2021-01-20T09:28:51.873Z,0.0238
2021-01-20T09:31:51.879Z,0.023
2021-01-20T09:34:51.877Z,0.0202
2021-01-20T09:37:51.870Z,0.0192
2021-01-20T09:40:51.869Z,0.0214
2021-01-20T09:43:51.880Z,0.0254
2021-01-20T09:46:51.879Z,0.0367
2021-01-20T09:49:51.873Z,0.019
2021-01-20T09:52:51.874Z,0.019
2021-01-20T09:55:51.870Z,0.0232
2021-01-20T09:58:51.874Z,0.0275
2021-01-20T10:01:51.869Z,0.0288
2021-01-20T10:04:51.872Z,0.0191
2021-01-20T10:07:51.868Z,0.0186
2021-01-20T10:10:51.872Z,0.019
2021-01-20T10:13:51.880Z,0.0192
2021-01-20T10:16:51.871Z,0.0383
2021-01-20T10:19:51.869Z,0.0204
2021-01-20T10:22:51.878Z,0.0189
2021-01-20T10:25:51.884Z,0.0206
2021-01-20T10:28:51.873Z,0.0273
2021-01-20T10:31:51.893Z,0.0237
2021-01-20T10:34:51.872Z,0.0196
2021-01-20T10:37:51.881Z,0.0217
2021-01-20T10:40:51.882Z,0.0214
2021-01-20T10:43:51.874Z,0.0244
2021-01-20T10:46:51.871Z,0.0481
2021-01-20T10:49:51.875Z,0.0215
2021-01-20T10:52:51.878Z,0.0142
2021-01-20T10:55:51.870Z,0.0205
2021-01-20T10:58:51.877Z,0.0251
2021-01-20T11:01:51.869Z,0.0257
2021-01-20T11:04:51.876Z,0.0182
2021-01-20T11:07:51.871Z,0.0206
2021-01-20T11:10:51.880Z,0.0189
2021-01-20T11:13:51.882Z,0.0221
2021-01-20T11:16:51.879Z,0.0383
2021-01-20T11:19:51.867Z,0.0183
2021-01-20T11:22:51.879Z,0.0178
2021-01-20T11:25:51.869Z,0.0214
2021-01-20T11:28:51.878Z,0.0255
2021-01-20T11:31:51.875Z,0.0243
2021-01-20T11:34:51.880Z,0.0182
2021-01-20T11:37:51.877Z,0.0177
2021-01-20T11:40:51.880Z,0.0183
2021-01-20T11:43:51.871Z,0.0208
2021-01-20T11:46:51.873Z,0.0362
2021-01-20T11:49:51.879Z,0.0195
2021-01-20T11:52:51.881Z,0.0171
2021-01-20T11:55:51.879Z,0.0119
2021-01-20T11:58:51.874Z,0.022000000000000002
2021-01-20T12:01:51.880Z,0.0241
2021-01-20T12:04:51.880Z,0.0173
2021-01-20T12:07:51.877Z,0.0203
2021-01-20T12:10:51.879Z,0.0164
2021-01-20T12:13:51.867Z,0.0172
2021-01-20T12:16:51.870Z,0.0371
2021-01-20T12:19:51.877Z,0.0172
2021-01-20T12:22:51.876Z,0.0173
2021-01-20T12:25:51.875Z,0.0198
2021-01-20T12:28:51.877Z,0.0247
2021-01-20T12:31:51.870Z,0.0202
2021-01-20T12:34:51.872Z,0.0207
2021-01-20T12:37:51.873Z,0.0185
2021-01-20T12:40:51.872Z,0.0194
2021-01-20T12:43:51.872Z,0.0221
2021-01-20T12:46:51.881Z,0.0377
2021-01-20T12:49:51.867Z,0.0149
2021-01-20T12:52:51.867Z,0.016
2021-01-20T12:55:51.878Z,0.0203
2021-01-20T12:58:51.874Z,0.027000000000000003
2021-01-20T13:01:51.878Z,0.0257
2021-01-20T13:04:51.872Z,0.0172
2021-01-20T13:07:51.880Z,0.0169
2021-01-20T13:10:51.879Z,0.018000000000000002
2021-01-20T13:13:51.877Z,0.0165
2021-01-20T13:16:51.885Z,0.0356
2021-01-20T13:19:51.872Z,0.0145
2021-01-20T13:22:51.874Z,0.0121
2021-01-20T13:25:51.875Z,0.0127
2021-01-20T13:28:51.868Z,0.0181
2021-01-20T13:31:51.869Z,0.0183
2021-01-20T13:34:51.880Z,0.0145
2021-01-20T13:37:51.869Z,0.0172
2021-01-20T13:40:51.877Z,0.0159
2021-01-20T13:43:51.869Z,0.0213
2021-01-20T13:46:51.868Z,0.1287
2021-01-20T13:49:51.868Z,0.1469
2021-01-20T13:52:51.875Z,0.1443
2021-01-20T13:55:51.875Z,0.2037
2021-01-20T13:58:51.873Z,0.2045
2021-01-20T14:01:51.881Z,0.1715
2021-01-20T14:04:51.869Z,0.1664
2021-01-20T14:07:51.882Z,0.1859
