maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
27,16,0.0,11.6,5,6,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,14,23,24,23,15,9,58,0.0,1013,22,10,101,8
27,16,0.0,11.6,5,6,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,14,21,22,21,17,12,64,0.0,1014,21,10,103,9
27,16,0.0,11.6,5,5,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,14,20,20,20,19,16,71,0.0,1014,19,10,105,10
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,15,19,19,19,19,28,74,0.0,1015,19,10,103,11
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,15,19,19,19,20,40,78,0.0,1015,19,10,101,12
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,19,19,19,20,52,81,0.0,1016,19,10,99,13
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,18,18,18,20,50,86,0.0,1015,18,7,103,13
27,16,0.0,11.6,5,1,38,10:34 AM,10:51 PM,06:42 AM,06:05 PM,16,18,18,18,20,48,90,0.0,1015,18,5,107,12
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,16,17,17,17,19,46,94,0.0,1015,17,2,111,12
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,16,17,17,17,16,64,96,0.0,1015,16,1,104,9
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,16,16,16,16,12,82,97,0.0,1015,16,1,96,7
25,15,0.0,11.6,5,1,45,11:11 AM,11:40 PM,06:42 AM,06:06 PM,15,16,16,16,8,100,98,0.0,1015,15,0,89,5
